PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Single Family Res,0.65,RESIDENTIAL,V," $155,833.00 "," $606,228.00 ",1892.0,1892.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2618.0,10.0,,,,,,,,,,,,,,,,,630000.0,2022-11-23,0.0,Land Sales,15.0,630000.0,13.353475098367715,7.545389749611823,10.64388961892247,0.0,0.0,672520.1955564264
Single Family Res,0.67,RESIDENTIAL,V," $157,344.00 "," $564,781.00 ",2326.0,0.0,2020.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1144.0,5.0,,,,,,,,,,,,,,,,,675000.0,2025-01-08,0.0,Residential,6.0,675000.0,13.422467969854667,7.75190533307861,28.055190538764784,0.328515111695138,7.7858081471747695,671957.2404317845
Single Family Res,0.67,RESIDENTIAL,V," $157,344.00 "," $564,781.00 ",2326.0,0.0,2020.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1144.0,5.0,,,,,,,,,,,,,,,,,577000.0,2024-02-02,0.0,Residential,6.0,577000.0,13.265597545490236,7.75190533307861,24.967148488830485,0.0,0.0,614614.2380288831
Single Family Res,0.67,RESIDENTIAL,V," $157,344.00 "," $564,781.00 ",2326.0,0.0,2020.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1144.0,5.0,,,,,,,,,,,,,,,,,675000.0,2025-01-08,0.0,Land Sales,6.0,675000.0,13.422467969854667,7.75190533307861,28.055190538764784,0.328515111695138,7.7858081471747695,681614.2275774117
Single Family Res,0.67,RESIDENTIAL,V," $157,344.00 "," $564,781.00 ",2326.0,0.0,2020.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1144.0,5.0,,,,,,,,,,,,,,,,,577000.0,2024-02-02,0.0,Land Sales,6.0,577000.0,13.265597545490236,7.75190533307861,24.967148488830485,0.0,0.0,638040.2215602449
Single Family Res,0.57,RESIDENTIAL,V," $149,448.00 "," $632,155.00 ",2016.0,2016.0,2019.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,995.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,815000.0,2022-06-15,0.0,Residential,8.0,815000.0,13.610943392223,7.60887062919126,5.354796320630749,0.0,0.0,825683.2619902645
Single Family Res,0.57,RESIDENTIAL,V," $149,448.00 "," $632,155.00 ",2016.0,2016.0,2019.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,995.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,815000.0,2022-06-15,0.0,Land Sales,8.0,815000.0,13.610943392223,7.60887062919126,5.354796320630749,0.0,0.0,858756.1562409452
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Residential,14.0,1000000.0,13.815510557964274,7.317212408359839,21.517739816031536,0.0,0.0,1055839.1109699248
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Residential,14.0,670000.0,13.415032991367148,7.317212408359839,28.055190538764784,0.328515111695138,2.431011826544021,665605.3299893739
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Residential,14.0,750000.0,13.527828485512494,7.317212408359839,28.055190538764784,0.328515111695138,5.45335085413929,745948.5943678373
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Land Sales,14.0,1000000.0,13.815510557964274,7.317212408359839,21.517739816031536,0.0,0.0,1096442.3801762965
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Land Sales,14.0,670000.0,13.415032991367148,7.317212408359839,28.055190538764784,0.328515111695138,2.431011826544021,679584.158912195
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $466,790.00 ",1506.0,1506.0,2016.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,694.0,3.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Land Sales,14.0,750000.0,13.527828485512494,7.317212408359839,28.055190538764784,0.328515111695138,5.45335085413929,758819.2985504491
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $564,628.00 ",1672.0,1672.0,2018.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,656.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,165.0,1.0,135.0,585363.0,2025-03-31,0.0,Residential,10.0,585363.0,13.27998744659603,7.421775793644647,28.055190538764784,0.328515111695138,10.4796320630749,583329.3378651263
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $564,628.00 ",1672.0,1672.0,2018.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,656.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,165.0,1.0,135.0,438000.0,2023-03-01,0.0,Residential,10.0,438000.0,12.989974189358584,7.421775793644647,13.863337713534822,0.0,0.0,453497.6000608049
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $564,628.00 ",1672.0,1672.0,2018.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,656.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,165.0,1.0,135.0,585363.0,2025-03-31,0.0,Land Sales,10.0,585363.0,13.27998744659603,7.421775793644647,28.055190538764784,0.328515111695138,10.4796320630749,589776.4483519451
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $564,628.00 ",1672.0,1672.0,2018.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,656.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,165.0,1.0,135.0,438000.0,2023-03-01,0.0,Land Sales,10.0,438000.0,12.989974189358584,7.421775793644647,13.863337713534822,0.0,0.0,471280.5970273741
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $554,462.00 ",1515.0,1502.0,2018.0,3.5,One Story,3.0,0.0,0.63,1.0,1.0,0.0,0.0,736.0,3.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,690000.0,2025-01-09,0.0,Residential,11.0,690000.0,13.444446876573442,7.323170717943469,28.055190538764784,0.328515111695138,7.818659658344283,686898.3164798355
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $554,462.00 ",1515.0,1502.0,2018.0,3.5,One Story,3.0,0.0,0.63,1.0,1.0,0.0,0.0,736.0,3.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,605000.0,2023-04-28,0.0,Residential,11.0,605000.0,13.312983737012978,7.323170717943469,15.768725361366622,0.0,0.0,629464.6651619629
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $554,462.00 ",1515.0,1502.0,2018.0,3.5,One Story,3.0,0.0,0.63,1.0,1.0,0.0,0.0,736.0,3.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,690000.0,2025-01-09,0.0,Land Sales,11.0,690000.0,13.444446876573442,7.323170717943469,28.055190538764784,0.328515111695138,7.818659658344283,696742.1792191479
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $554,462.00 ",1515.0,1502.0,2018.0,3.5,One Story,3.0,0.0,0.63,1.0,1.0,0.0,0.0,736.0,3.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,605000.0,2023-04-28,0.0,Land Sales,11.0,605000.0,13.312983737012978,7.323170717943469,15.768725361366622,0.0,0.0,654029.1992608807
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $691,029.00 ",2359.0,2359.0,2017.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,919.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Residential,13.0,609000.0,13.319573546692034,7.765993079407675,28.055190538764784,0.328515111695138,12.3850197109067,607329.8434782245
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $691,029.00 ",2359.0,2359.0,2017.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,919.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Land Sales,13.0,609000.0,13.319573546692034,7.765993079407675,28.055190538764784,0.328515111695138,12.3850197109067,612620.3680108602
Single Family Res,0.51,RESIDENTIAL,V," $144,246.00 "," $771,645.00 ",2243.0,1874.0,2020.0,4.0,Two Story,4.0,0.0,0.69,1.0,1.0,0.0,0.0,1139.0,5.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Residential,6.0,540000.0,13.199324418540456,7.715569534520208,28.055190538764784,0.328515111695138,9.592641261498029,537940.0940577743
Single Family Res,0.51,RESIDENTIAL,V," $144,246.00 "," $771,645.00 ",2243.0,1874.0,2020.0,4.0,Two Story,4.0,0.0,0.69,1.0,1.0,0.0,0.0,1139.0,5.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Residential,6.0,830000.0,13.62918097977278,7.715569534520208,28.055190538764784,0.328515111695138,0.49277266754270693,823940.4157154718
Single Family Res,0.51,RESIDENTIAL,V," $144,246.00 "," $771,645.00 ",2243.0,1874.0,2020.0,4.0,Two Story,4.0,0.0,0.69,1.0,1.0,0.0,0.0,1139.0,5.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Land Sales,6.0,540000.0,13.199324418540456,7.715569534520208,28.055190538764784,0.328515111695138,9.592641261498029,544472.817129103
Single Family Res,0.51,RESIDENTIAL,V," $144,246.00 "," $771,645.00 ",2243.0,1874.0,2020.0,4.0,Two Story,4.0,0.0,0.69,1.0,1.0,0.0,0.0,1139.0,5.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Land Sales,6.0,830000.0,13.62918097977278,7.715569534520208,28.055190538764784,0.328515111695138,0.49277266754270693,843230.7155257398
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $516,394.00 ",1710.0,1710.0,2019.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,920.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,160.0,0.0,,738500.0,2024-05-28,0.0,Residential,9.0,738500.0,13.512376380953572,7.444248649496705,28.055190538764784,0.328515111695138,0.39421813403416556,733080.5972845524
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $516,394.00 ",1710.0,1710.0,2019.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,920.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,160.0,0.0,,738500.0,2024-05-28,0.0,Land Sales,9.0,738500.0,13.512376380953572,7.444248649496705,28.055190538764784,0.328515111695138,0.39421813403416556,750333.6303927037
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $617,739.00 ",2817.0,0.0,2018.0,4.0,One and One Half,2.0,1.0,0.0,1.0,1.0,0.0,0.0,729.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,1.0,185.0,875000.0,2022-09-09,0.0,Residential,10.0,875000.0,13.681979165339751,7.943427767876373,8.180026281208935,0.0,0.0,892894.4143650604
Single Family Res,0.52,RESIDENTIAL,V," $145,142.00 "," $617,739.00 ",2817.0,0.0,2018.0,4.0,One and One Half,2.0,1.0,0.0,1.0,1.0,0.0,0.0,729.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,1.0,185.0,875000.0,2022-09-09,0.0,Land Sales,10.0,875000.0,13.681979165339751,7.943427767876373,8.180026281208935,0.0,0.0,928409.7007818775
Single Family Res,0.7,RESIDENTIAL,V," $159,554.00 "," $688,660.00 ",1852.0,2024.0,2018.0,4.0,One Story,3.0,1.0,0.78,1.0,1.0,0.0,0.0,1011.0,4.0,,,,,,,,,,,,,,,,,598020.0,2022-03-02,0.0,Residential,11.0,598020.0,13.301379477189556,7.524021415206125,1.9053876478318001,0.0,0.0,600540.8058142842
Single Family Res,0.7,RESIDENTIAL,V," $159,554.00 "," $688,660.00 ",1852.0,2024.0,2018.0,4.0,One Story,3.0,1.0,0.78,1.0,1.0,0.0,0.0,1011.0,4.0,,,,,,,,,,,,,,,,,598020.0,2022-03-02,0.0,Land Sales,11.0,598020.0,13.301379477189556,7.524021415206125,1.9053876478318001,0.0,0.0,624800.7368772363
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $536,322.00 ",1556.0,1556.0,2017.0,3.5,One Story,2.0,0.0,0.13,1.0,1.0,0.0,0.0,831.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,215.0,0.0,,630000.0,2022-11-23,0.0,Residential,13.0,630000.0,13.353475098367715,7.349873704738337,10.64388961892247,0.0,0.0,646945.4223993348
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $536,322.00 ",1556.0,1556.0,2017.0,3.5,One Story,2.0,0.0,0.13,1.0,1.0,0.0,0.0,831.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,215.0,0.0,,630000.0,2022-11-23,0.0,Land Sales,13.0,630000.0,13.353475098367715,7.349873704738337,10.64388961892247,0.0,0.0,672520.1955564264
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $825,989.00 ",2457.0,2114.0,2017.0,4.0,One Story,3.0,1.0,0.94,1.0,1.0,0.0,0.0,917.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,675000.0,2025-01-08,0.0,Residential,13.0,675000.0,13.422467969854667,7.806696372521179,28.055190538764784,0.328515111695138,7.7858081471747695,671957.2404317845
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $825,989.00 ",2457.0,2114.0,2017.0,4.0,One Story,3.0,1.0,0.94,1.0,1.0,0.0,0.0,917.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,577000.0,2024-02-02,0.0,Residential,13.0,577000.0,13.265597545490236,7.806696372521179,24.967148488830485,0.0,0.0,614614.2380288831
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $825,989.00 ",2457.0,2114.0,2017.0,4.0,One Story,3.0,1.0,0.94,1.0,1.0,0.0,0.0,917.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,675000.0,2025-01-08,0.0,Land Sales,13.0,675000.0,13.422467969854667,7.806696372521179,28.055190538764784,0.328515111695138,7.7858081471747695,681614.2275774117
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $825,989.00 ",2457.0,2114.0,2017.0,4.0,One Story,3.0,1.0,0.94,1.0,1.0,0.0,0.0,917.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,577000.0,2024-02-02,0.0,Land Sales,13.0,577000.0,13.265597545490236,7.806696372521179,24.967148488830485,0.0,0.0,638040.2215602449
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $745,841.00 ",2536.0,1648.0,2018.0,3.5,One Story,3.0,1.0,0.75,1.0,1.0,0.0,0.0,746.0,2.0,1.0,480.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,815000.0,2022-06-15,0.0,Residential,10.0,815000.0,13.610943392223,7.8383433155571165,5.354796320630749,0.0,0.0,825683.2619902645
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $745,841.00 ",2536.0,1648.0,2018.0,3.5,One Story,3.0,1.0,0.75,1.0,1.0,0.0,0.0,746.0,2.0,1.0,480.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,815000.0,2022-06-15,0.0,Land Sales,10.0,815000.0,13.610943392223,7.8383433155571165,5.354796320630749,0.0,0.0,858756.1562409452
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Residential,5.0,1000000.0,13.815510557964274,7.585788821732034,21.517739816031536,0.0,0.0,1055839.1109699248
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Residential,5.0,670000.0,13.415032991367148,7.585788821732034,28.055190538764784,0.328515111695138,2.431011826544021,665605.3299893739
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Residential,5.0,750000.0,13.527828485512494,7.585788821732034,28.055190538764784,0.328515111695138,5.45335085413929,745948.5943678373
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Land Sales,5.0,1000000.0,13.815510557964274,7.585788821732034,21.517739816031536,0.0,0.0,1096442.3801762965
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Land Sales,5.0,670000.0,13.415032991367148,7.585788821732034,28.055190538764784,0.328515111695138,2.431011826544021,679584.158912195
Single Family Res,0.69,RESIDENTIAL,V," $158,825.00 "," $520,873.00 ",1970.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Land Sales,5.0,750000.0,13.527828485512494,7.585788821732034,28.055190538764784,0.328515111695138,5.45335085413929,758819.2985504491
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $640,668.00 ",1708.0,1708.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,839.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,585363.0,2025-03-31,0.0,Residential,8.0,585363.0,13.27998744659603,7.443078374348516,28.055190538764784,0.328515111695138,10.4796320630749,583329.3378651263
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $640,668.00 ",1708.0,1708.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,839.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,438000.0,2023-03-01,0.0,Residential,8.0,438000.0,12.989974189358584,7.443078374348516,13.863337713534822,0.0,0.0,453497.6000608049
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $640,668.00 ",1708.0,1708.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,839.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,585363.0,2025-03-31,0.0,Land Sales,8.0,585363.0,13.27998744659603,7.443078374348516,28.055190538764784,0.328515111695138,10.4796320630749,589776.4483519451
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $640,668.00 ",1708.0,1708.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,839.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,438000.0,2023-03-01,0.0,Land Sales,8.0,438000.0,12.989974189358584,7.443078374348516,13.863337713534822,0.0,0.0,471280.5970273741
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $716,967.00 ",1929.0,1929.0,2018.0,4.0,One Story,3.0,1.0,0.59,1.0,1.0,0.0,0.0,859.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,690000.0,2025-01-09,0.0,Residential,10.0,690000.0,13.444446876573442,7.564757012905729,28.055190538764784,0.328515111695138,7.818659658344283,686898.3164798355
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $716,967.00 ",1929.0,1929.0,2018.0,4.0,One Story,3.0,1.0,0.59,1.0,1.0,0.0,0.0,859.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,605000.0,2023-04-28,0.0,Residential,10.0,605000.0,13.312983737012978,7.564757012905729,15.768725361366622,0.0,0.0,629464.6651619629
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $716,967.00 ",1929.0,1929.0,2018.0,4.0,One Story,3.0,1.0,0.59,1.0,1.0,0.0,0.0,859.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,690000.0,2025-01-09,0.0,Land Sales,10.0,690000.0,13.444446876573442,7.564757012905729,28.055190538764784,0.328515111695138,7.818659658344283,696742.1792191479
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $716,967.00 ",1929.0,1929.0,2018.0,4.0,One Story,3.0,1.0,0.59,1.0,1.0,0.0,0.0,859.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,605000.0,2023-04-28,0.0,Land Sales,10.0,605000.0,13.312983737012978,7.564757012905729,15.768725361366622,0.0,0.0,654029.1992608807
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $620,460.00 ",1770.0,1874.0,2018.0,4.0,One Story,2.0,1.0,0.25,1.0,1.0,0.0,0.0,863.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Residential,11.0,609000.0,13.319573546692034,7.478734825567875,28.055190538764784,0.328515111695138,12.3850197109067,607329.8434782245
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $620,460.00 ",1770.0,1874.0,2018.0,4.0,One Story,2.0,1.0,0.25,1.0,1.0,0.0,0.0,863.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Land Sales,11.0,609000.0,13.319573546692034,7.478734825567875,28.055190538764784,0.328515111695138,12.3850197109067,612620.3680108602
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $665,191.00 ",2674.0,0.0,2018.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,994.0,3.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Residential,10.0,540000.0,13.199324418540456,7.891330757661889,28.055190538764784,0.328515111695138,9.592641261498029,537940.0940577743
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $665,191.00 ",2674.0,0.0,2018.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,994.0,3.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Residential,10.0,830000.0,13.62918097977278,7.891330757661889,28.055190538764784,0.328515111695138,0.49277266754270693,823940.4157154718
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $665,191.00 ",2674.0,0.0,2018.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,994.0,3.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Land Sales,10.0,540000.0,13.199324418540456,7.891330757661889,28.055190538764784,0.328515111695138,9.592641261498029,544472.817129103
Single Family Res,0.62,RESIDENTIAL,V," $153,505.00 "," $665,191.00 ",2674.0,0.0,2018.0,4.0,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,994.0,3.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Land Sales,10.0,830000.0,13.62918097977278,7.891330757661889,28.055190538764784,0.328515111695138,0.49277266754270693,843230.7155257398
Single Family Res,1.24,RESIDENTIAL,V," $156,048.00 "," $575,452.00 ",3351.0,1198.0,2022.0,3.0,Two Story,2.0,1.0,0.15,2.0,1.0,0.0,0.0,919.0,2.0,,,,,,,,,,,,,,,,,738500.0,2024-05-28,0.0,Residential,4.0,738500.0,13.512376380953572,8.11701408773731,28.055190538764784,0.328515111695138,0.39421813403416556,733080.5972845524
Single Family Res,1.24,RESIDENTIAL,V," $156,048.00 "," $575,452.00 ",3351.0,1198.0,2022.0,3.0,Two Story,2.0,1.0,0.15,2.0,1.0,0.0,0.0,919.0,2.0,,,,,,,,,,,,,,,,,738500.0,2024-05-28,0.0,Land Sales,4.0,738500.0,13.512376380953572,8.11701408773731,28.055190538764784,0.328515111695138,0.39421813403416556,750333.6303927037
Single Family Res,0.63,RESIDENTIAL,V," $154,289.00 "," $540,867.00 ",1743.0,1861.0,2017.0,3.5,One Story,2.0,0.0,0.06,1.0,1.0,0.0,0.0,910.0,4.0,,,,,,,,,,,,,,,,,875000.0,2022-09-09,0.0,Residential,12.0,875000.0,13.681979165339751,7.463363045520021,8.180026281208935,0.0,0.0,892894.4143650604
Single Family Res,0.63,RESIDENTIAL,V," $154,289.00 "," $540,867.00 ",1743.0,1861.0,2017.0,3.5,One Story,2.0,0.0,0.06,1.0,1.0,0.0,0.0,910.0,4.0,,,,,,,,,,,,,,,,,875000.0,2022-09-09,0.0,Land Sales,12.0,875000.0,13.681979165339751,7.463363045520021,8.180026281208935,0.0,0.0,928409.7007818775
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $650,115.00 ",2120.0,2070.0,2015.0,3.5,One Story,2.0,1.0,0.75,1.0,1.0,0.0,0.0,1033.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,192.0,0.0,,598020.0,2022-03-02,0.0,Residential,17.0,598020.0,13.301379477189556,7.659171367666058,1.9053876478318001,0.0,0.0,600540.8058142842
